item_id,decision,reason,code
47049848,drop,below-recall-gate,
47050676,drop,below-recall-gate,
47050777,drop,below-recall-gate,
47050858,drop,below-recall-gate,
47050944,drop,below-recall-gate,
47054080,drop,below-recall-gate,
47057216,drop,technical-only,
47071286,drop,off-topic,
47073914,drop,off-topic,
47081981,drop,off-topic,
47124945,drop,off-topic,
47097362,drop,below-recall-gate,
47097958,drop,below-recall-gate,
47099327,drop,below-recall-gate,
47107817,drop,below-recall-gate,
47116627,drop,below-recall-gate,
47139442,drop,below-recall-gate,
47100335,drop,off-topic,
47104548,drop,below-recall-gate,
47107560,drop,off-topic,
47122277,drop,off-topic,
47128665,drop,below-recall-gate,
47144995,drop,below-recall-gate,
47148470,drop,off-topic,
47165602,drop,off-topic,
47170178,drop,below-recall-gate,
47171518,drop,below-recall-gate,
47171605,drop,below-recall-gate,
47172026,drop,technical-only,
47176539,drop,below-recall-gate,
47182362,drop,off-topic,
47199713,drop,below-recall-gate,
47238140,drop,off-topic,
47271445,drop,below-recall-gate,
47276916,drop,off-topic,
47291962,drop,off-topic,
47291969,drop,below-recall-gate,
47196050,drop,below-recall-gate,
47199626,drop,off-topic,
47223802,drop,off-topic,
47241821,drop,off-topic,
47246180,drop,off-topic,
47247689,drop,off-topic,
47256849,drop,off-topic,
47256862,drop,below-recall-gate,
47261911,drop,off-topic,
47266231,drop,off-topic,
47271099,drop,off-topic,
47282926,drop,below-recall-gate,
47282984,drop,below-recall-gate,
47282997,drop,off-topic,
47285403,drop,below-recall-gate,
47290457,drop,below-recall-gate,
47290827,drop,below-recall-gate,
47290865,drop,below-recall-gate,
47290929,drop,below-recall-gate,
47291061,drop,below-recall-gate,
47291080,drop,below-recall-gate,
47291082,drop,below-recall-gate,
47291095,drop,below-recall-gate,
47291096,drop,below-recall-gate,
47291105,drop,below-recall-gate,
47291111,drop,off-topic,
47291118,drop,below-recall-gate,
47291121,drop,below-recall-gate,
47291128,drop,below-recall-gate,
47291131,drop,off-topic,
47291151,drop,below-recall-gate,
47291155,drop,below-recall-gate,
47291158,drop,below-recall-gate,
47291169,drop,below-recall-gate,
47291178,drop,below-recall-gate,
47291180,drop,below-recall-gate,
47291182,drop,below-recall-gate,
47291215,drop,below-recall-gate,
47291219,drop,below-recall-gate,
47291235,drop,below-recall-gate,
47291239,drop,off-topic,
47291242,drop,below-recall-gate,
47291278,drop,below-recall-gate,
47291280,drop,off-topic,
47291284,drop,below-recall-gate,
47291286,drop,below-recall-gate,
47291290,drop,off-topic,
47291303,drop,below-recall-gate,
47291326,drop,below-recall-gate,
47291352,drop,below-recall-gate,
47291366,drop,below-recall-gate,
47291408,drop,below-recall-gate,
47291433,drop,below-recall-gate,
47291439,drop,below-recall-gate,
47291461,drop,below-recall-gate,
47291462,drop,below-recall-gate,
47291468,drop,below-recall-gate,
47291477,drop,below-recall-gate,
47291499,drop,below-recall-gate,
47291507,drop,off-topic,
47291517,drop,off-topic,
47291516,drop,below-recall-gate,
47291523,drop,below-recall-gate,
47291605,drop,below-recall-gate,
47291627,drop,below-recall-gate,
47291628,drop,below-recall-gate,
47291633,drop,below-recall-gate,
47291650,drop,below-recall-gate,
47291651,drop,below-recall-gate,
47291671,drop,off-topic,
47291678,drop,below-recall-gate,
47291700,drop,below-recall-gate,
47291703,drop,below-recall-gate,
47291730,drop,below-recall-gate,
47291751,drop,below-recall-gate,
47291765,drop,below-recall-gate,
47291773,drop,off-topic,
47291781,drop,below-recall-gate,
47291780,drop,below-recall-gate,
47291791,drop,below-recall-gate,
47291799,drop,below-recall-gate,
47291803,drop,below-recall-gate,
47291812,drop,below-recall-gate,
47291884,drop,below-recall-gate,
47291890,drop,below-recall-gate,
47291896,drop,off-topic,
47291919,drop,below-recall-gate,
47291946,drop,below-recall-gate,
47291974,drop,below-recall-gate,
47291978,drop,below-recall-gate,
47291992,drop,below-recall-gate,
47292008,drop,below-recall-gate,
47292020,drop,below-recall-gate,
47292027,drop,below-recall-gate,
47292028,drop,below-recall-gate,
47292049,drop,below-recall-gate,
47292067,drop,off-topic,
47292110,drop,below-recall-gate,
47292118,drop,below-recall-gate,
47292154,drop,below-recall-gate,
47292200,drop,below-recall-gate,
47292201,drop,off-topic,
47292240,drop,below-recall-gate,
47292277,drop,below-recall-gate,
47292314,drop,below-recall-gate,
47292369,drop,below-recall-gate,
47292379,drop,below-recall-gate,
47292511,drop,below-recall-gate,
47292659,drop,below-recall-gate,
47292874,drop,below-recall-gate,
47293252,drop,off-topic,
47293454,drop,below-recall-gate,
47293551,drop,below-recall-gate,
47293701,drop,below-recall-gate,
47293758,drop,below-recall-gate,
47293931,drop,below-recall-gate,
47294166,drop,off-topic,
47295048,drop,below-recall-gate,
47295354,drop,below-recall-gate,
47295614,drop,below-recall-gate,
47297034,drop,below-recall-gate,
47297112,drop,below-recall-gate,
47297213,drop,below-recall-gate,
47297455,drop,below-recall-gate,
47298597,drop,off-topic,
47318715,drop,below-recall-gate,
47319565,drop,below-recall-gate,
47312509,drop,off-topic,
47331614,drop,off-topic,
47363707,drop,off-topic,
47364116,drop,technical-only,
47364511,drop,below-recall-gate,
47364930,drop,off-topic,
47365039,drop,below-recall-gate,
47365065,drop,below-recall-gate,
47365088,drop,below-recall-gate,
47365179,drop,below-recall-gate,
47365192,drop,off-topic,
47365202,drop,below-recall-gate,
47365258,drop,off-topic,
47365286,drop,below-recall-gate,
47365555,drop,off-topic,
47365572,drop,below-recall-gate,
47365607,drop,below-recall-gate,
47365647,drop,below-recall-gate,
47365699,drop,below-recall-gate,
47365726,drop,below-recall-gate,
47365727,drop,below-recall-gate,
47365786,drop,below-recall-gate,
47365822,drop,below-recall-gate,
47365847,drop,below-recall-gate,
47365898,drop,below-recall-gate,
47366088,drop,below-recall-gate,
47366164,drop,below-recall-gate,
47366264,drop,below-recall-gate,
47366486,drop,below-recall-gate,
47366671,drop,below-recall-gate,
47366867,drop,below-recall-gate,
47366971,drop,below-recall-gate,
47368285,drop,below-recall-gate,
47368629,drop,below-recall-gate,
47369149,drop,below-recall-gate,
47370003,drop,off-topic,
47370764,drop,off-topic,
47371132,drop,below-recall-gate,
47374454,drop,below-recall-gate,
47414911,drop,off-topic,
47414923,drop,off-topic,
47415022,drop,below-recall-gate,
47415204,drop,below-recall-gate,
47419067,drop,below-recall-gate,
47484634,drop,off-topic,
47484684,drop,off-topic,
47425573,drop,off-topic,
47425582,drop,off-topic,
47426104,drop,off-topic,
47457162,keep,,vendor-undermines-trust
47464108,drop,below-recall-gate,
47472634,drop,below-recall-gate,
47491373,drop,below-recall-gate,
47524966,drop,below-recall-gate,
47527791,drop,below-recall-gate,
47502997,drop,off-topic,
47526813,drop,technical-only,
47534314,drop,below-recall-gate,
47534384,drop,below-recall-gate,
47534660,drop,below-recall-gate,
47534885,drop,below-recall-gate,
47535016,drop,off-topic,
47535538,drop,below-recall-gate,
47535732,drop,below-recall-gate,
47538279,drop,off-topic,
47538579,drop,off-topic,
47532617,drop,off-topic,
47613622,drop,below-recall-gate,
47618945,keep,,trust-store-unmaintainable
47618571,drop,off-topic,
47618679,drop,below-recall-gate,
47618916,drop,below-recall-gate,
47619113,drop,off-topic,
47619964,drop,below-recall-gate,
47620277,drop,below-recall-gate,
47634378,drop,below-recall-gate,
47638257,drop,below-recall-gate,
47643216,drop,below-recall-gate,
47677583,drop,off-topic,
47688116,drop,off-topic,
47790924,drop,off-topic,
47827724,drop,below-recall-gate,
47833747,drop,off-topic,
47845590,drop,below-recall-gate,
47851405,drop,below-recall-gate,
47835218,drop,off-topic,
47835612,drop,below-recall-gate,
47836095,drop,below-recall-gate,
47849115,drop,off-topic,
47850854,drop,technical-only,
47851942,drop,below-recall-gate,
47863418,drop,off-topic,
47863648,drop,below-recall-gate,
47863844,drop,below-recall-gate,
47866246,drop,below-recall-gate,
47866666,drop,below-recall-gate,
47869410,drop,below-recall-gate,
47869725,drop,below-recall-gate,
47902426,drop,off-topic,
47904321,drop,off-topic,
47988268,drop,off-topic,
47988308,drop,below-recall-gate,
47988564,drop,below-recall-gate,
47988581,drop,below-recall-gate,
47988626,drop,below-recall-gate,
47988666,drop,off-topic,
47988747,drop,below-recall-gate,
47988768,drop,below-recall-gate,
47988784,drop,below-recall-gate,
47988786,drop,below-recall-gate,
47988792,drop,below-recall-gate,
47988795,drop,below-recall-gate,
47988816,drop,below-recall-gate,
47988829,drop,below-recall-gate,
47988833,drop,below-recall-gate,
47988834,drop,below-recall-gate,
47988853,drop,off-topic,
47988860,drop,below-recall-gate,
47988905,drop,below-recall-gate,
47988909,drop,below-recall-gate,
47988914,drop,below-recall-gate,
47988917,drop,below-recall-gate,
47988924,drop,below-recall-gate,
47988925,drop,below-recall-gate,
47988937,drop,below-recall-gate,
47988946,drop,below-recall-gate,
47988956,drop,below-recall-gate,
47988965,drop,below-recall-gate,
47989002,drop,below-recall-gate,
47989271,drop,below-recall-gate,
47989274,drop,off-topic,
47989370,drop,off-topic,
47989461,drop,off-topic,
47989543,drop,below-recall-gate,
47989601,drop,below-recall-gate,
47989753,drop,below-recall-gate,
47989784,drop,below-recall-gate,
47989871,drop,below-recall-gate,
47990026,drop,below-recall-gate,
47990119,drop,below-recall-gate,
47990521,drop,below-recall-gate,
47990534,drop,below-recall-gate,
47990907,drop,below-recall-gate,
47991020,drop,below-recall-gate,
47991090,drop,below-recall-gate,
47991097,drop,below-recall-gate,
47991133,drop,below-recall-gate,
47991154,drop,below-recall-gate,
47991167,drop,below-recall-gate,
47991378,drop,below-recall-gate,
47991402,drop,below-recall-gate,
47991448,drop,below-recall-gate,
47991468,drop,below-recall-gate,
47992004,drop,below-recall-gate,
47992056,drop,off-topic,
47992621,drop,below-recall-gate,
47992690,drop,below-recall-gate,
47992789,drop,below-recall-gate,
47992823,drop,below-recall-gate,
47992926,drop,below-recall-gate,
47993315,drop,below-recall-gate,
47993708,drop,below-recall-gate,
47993852,drop,below-recall-gate,
47994302,drop,below-recall-gate,
47994460,drop,below-recall-gate,
47994494,drop,below-recall-gate,
47994590,drop,below-recall-gate,
47994867,drop,below-recall-gate,
47995020,drop,below-recall-gate,
47995394,drop,below-recall-gate,
47995984,drop,below-recall-gate,
47996689,drop,below-recall-gate,
47996801,drop,below-recall-gate,
47996862,drop,below-recall-gate,
47997846,drop,below-recall-gate,
47998054,drop,below-recall-gate,
47998112,drop,below-recall-gate,
47998859,drop,below-recall-gate,
47998967,drop,off-topic,
47998970,drop,below-recall-gate,
47998972,drop,below-recall-gate,
47999414,drop,below-recall-gate,
47999808,drop,below-recall-gate,
48000989,drop,below-recall-gate,
48004012,drop,below-recall-gate,
48005054,drop,below-recall-gate,
48009263,drop,below-recall-gate,
48011497,drop,off-topic,
48014298,drop,below-recall-gate,
48018265,drop,below-recall-gate,
48029203,drop,below-recall-gate,
48033653,drop,below-recall-gate,
48034734,drop,off-topic,
48046191,drop,below-recall-gate,
48065754,drop,below-recall-gate,
48156407,drop,below-recall-gate,
48033724,drop,below-recall-gate,
48046281,drop,below-recall-gate,
48055695,drop,below-recall-gate,
48060626,drop,off-topic,
48117476,keep,,warning-cannot-be-satisfied
48120260,drop,technical-only,
48147116,drop,below-recall-gate,
48140339,drop,below-recall-gate,
48195021,drop,technical-only,
48195611,drop,off-topic,
48195892,drop,technical-only,
48195927,drop,below-recall-gate,
48195945,drop,below-recall-gate,
48196172,drop,below-recall-gate,
48196189,drop,below-recall-gate,
48196226,drop,below-recall-gate,
48196293,drop,technical-only,
48196395,drop,below-recall-gate,
48196628,drop,below-recall-gate,
48197295,drop,below-recall-gate,
48197543,drop,below-recall-gate,
48198174,drop,off-topic,
48198282,drop,below-recall-gate,
48198309,drop,below-recall-gate,
48198440,drop,off-topic,
48198526,drop,below-recall-gate,
48199071,drop,off-topic,
48199073,drop,below-recall-gate,
48199083,drop,below-recall-gate,
48200273,drop,off-topic,
48201019,drop,below-recall-gate,
48201046,drop,below-recall-gate,
48201255,drop,below-recall-gate,
48201496,drop,below-recall-gate,
48204842,drop,below-recall-gate,
48222652,drop,off-topic,
48201140,drop,off-topic,
48229313,drop,below-recall-gate,
48229314,keep,,control-teaches-opposite
48230005,drop,below-recall-gate,
48230345,drop,below-recall-gate,
48236579,drop,below-recall-gate,
48236870,drop,below-recall-gate,
48285727,drop,below-recall-gate,
48309986,drop,off-topic,
48313227,drop,below-recall-gate,
48313291,drop,below-recall-gate,
48313680,drop,below-recall-gate,
48315374,drop,below-recall-gate,
48315511,drop,below-recall-gate,
48316780,drop,below-recall-gate,
48317177,drop,below-recall-gate,
48317302,drop,below-recall-gate,
48317611,drop,below-recall-gate,
48318314,drop,below-recall-gate,
48319975,drop,below-recall-gate,
48320005,drop,below-recall-gate,
48327153,drop,below-recall-gate,
48327209,drop,off-topic,
48328688,drop,off-topic,
48328764,drop,below-recall-gate,
48355600,drop,below-recall-gate,
48357062,drop,below-recall-gate,
48370101,drop,below-recall-gate,
48370836,drop,below-recall-gate,
48370995,drop,below-recall-gate,
48371188,drop,below-recall-gate,
48452178,drop,below-recall-gate,
48356768,drop,off-topic,
48383747,drop,below-recall-gate,
48453224,drop,off-topic,
48453497,drop,off-topic,
48455437,drop,below-recall-gate,
48456851,drop,below-recall-gate,
48457060,drop,below-recall-gate,
48465979,drop,below-recall-gate,
48461287,drop,off-topic,
48548381,drop,off-topic,
48549146,drop,below-recall-gate,
48551333,drop,below-recall-gate,
48555593,drop,off-topic,
48647290,drop,below-recall-gate,
48558502,drop,off-topic,
48562859,keep,,sanctioned-mitm
48563100,keep,,informed-acceptance
48574441,keep,,sanctioned-mitm
48574856,drop,technical-only,
48563191,drop,off-topic,
48619779,drop,technical-only,
48691461,drop,off-topic,
48695506,drop,below-recall-gate,
48801698,drop,off-topic,
48696609,drop,below-recall-gate,
48696739,drop,below-recall-gate,
48697062,drop,below-recall-gate,
48697266,drop,below-recall-gate,
48746752,drop,technical-only,
48747824,drop,below-recall-gate,
48747853,drop,below-recall-gate,
48748076,drop,below-recall-gate,
48748259,drop,below-recall-gate,
48748541,drop,below-recall-gate,
48749021,drop,below-recall-gate,
48749133,drop,below-recall-gate,
48749608,drop,below-recall-gate,
48749984,drop,below-recall-gate,
48750064,drop,below-recall-gate,
48750605,drop,below-recall-gate,
48750671,drop,below-recall-gate,
48750683,drop,below-recall-gate,
48750783,drop,below-recall-gate,
48751018,drop,off-topic,
48751285,drop,below-recall-gate,
48751327,drop,below-recall-gate,
48753186,drop,below-recall-gate,
48753512,drop,below-recall-gate,
48753516,drop,below-recall-gate,
48753588,drop,below-recall-gate,
48753778,drop,below-recall-gate,
48756528,drop,below-recall-gate,
48757534,drop,below-recall-gate,
48757623,drop,below-recall-gate,
48759996,drop,technical-only,
48760851,drop,below-recall-gate,
48762862,drop,technical-only,
48763255,drop,below-recall-gate,
48763296,drop,below-recall-gate,
48763334,drop,below-recall-gate,
48763344,drop,below-recall-gate,
48763356,drop,below-recall-gate,
48763357,drop,below-recall-gate,
48763396,drop,below-recall-gate,
48763448,drop,below-recall-gate,
48763576,drop,below-recall-gate,
48763594,drop,below-recall-gate,
48763867,drop,below-recall-gate,
48764103,drop,below-recall-gate,
48764162,drop,below-recall-gate,
48764167,drop,below-recall-gate,
48764194,drop,below-recall-gate,
48764208,drop,below-recall-gate,
48764224,drop,below-recall-gate,
48764383,drop,below-recall-gate,
48764397,drop,below-recall-gate,
48764725,drop,below-recall-gate,
48765522,drop,below-recall-gate,
48765925,drop,below-recall-gate,
48766018,drop,below-recall-gate,
48766153,drop,below-recall-gate,
48766570,drop,off-topic,
48766774,drop,below-recall-gate,
48766857,drop,below-recall-gate,
48767171,drop,below-recall-gate,
48767413,drop,below-recall-gate,
48767849,drop,below-recall-gate,
48768239,drop,below-recall-gate,
48774895,drop,below-recall-gate,
48774915,drop,below-recall-gate,
48777690,drop,below-recall-gate,
48782955,drop,below-recall-gate,
48806479,drop,off-topic,
48806884,drop,off-topic,
48807808,drop,off-topic,
48810424,drop,technical-only,
48830015,drop,below-recall-gate,
48836288,drop,technical-only,
48836564,drop,below-recall-gate,
48872847,drop,off-topic,
48878626,drop,below-recall-gate,
48882164,drop,below-recall-gate,
48918150,drop,below-recall-gate,
48918408,drop,below-recall-gate,
48918804,drop,below-recall-gate,
48918929,drop,below-recall-gate,
48918941,drop,below-recall-gate,
48919122,drop,below-recall-gate,
48919380,drop,below-recall-gate,
48919508,drop,below-recall-gate,
48920094,drop,below-recall-gate,
48920536,drop,below-recall-gate,
48922551,drop,below-recall-gate,
48922706,drop,technical-only,
48925999,drop,below-recall-gate,
48926062,drop,below-recall-gate,
48931581,drop,off-topic,
48932333,drop,below-recall-gate,
48933325,drop,below-recall-gate,
48933379,drop,below-recall-gate,
48937450,drop,off-topic,
48937493,drop,below-recall-gate,
48937563,drop,below-recall-gate,
48937573,drop,below-recall-gate,
48938793,drop,below-recall-gate,
48945397,drop,below-recall-gate,
48952601,drop,below-recall-gate,
48967813,drop,below-recall-gate,
48967936,drop,below-recall-gate,
49103513,drop,below-recall-gate,
48931713,drop,off-topic,
48931950,drop,below-recall-gate,
48945109,drop,below-recall-gate,
48937020,drop,technical-only,
48937601,drop,below-recall-gate,
48937839,drop,below-recall-gate,
48937908,drop,below-recall-gate,
48937975,drop,below-recall-gate,
48939206,drop,below-recall-gate,
48939450,drop,below-recall-gate,
48940301,drop,off-topic,
48941116,drop,technical-only,
48941604,drop,below-recall-gate,
48941910,drop,below-recall-gate,
48942550,drop,off-topic,
48942871,drop,below-recall-gate,
48946483,drop,below-recall-gate,
48955885,drop,below-recall-gate,
48975547,drop,off-topic,
48988614,drop,below-recall-gate,
48937605,drop,below-recall-gate,
48941510,drop,off-topic,
48956370,drop,off-topic,
48956888,drop,off-topic,
48958858,drop,below-recall-gate,
48965373,drop,off-topic,
48964176,drop,below-recall-gate,
48969782,drop,below-recall-gate,
48979474,drop,off-topic,
48979723,drop,below-recall-gate,
48980065,drop,below-recall-gate,
48983969,drop,off-topic,
48984940,drop,below-recall-gate,
48981136,drop,technical-only,
48981267,drop,off-topic,
48981321,drop,below-recall-gate,
48981354,drop,below-recall-gate,
48981382,drop,below-recall-gate,
48981430,drop,below-recall-gate,
48981468,drop,below-recall-gate,
48981492,drop,below-recall-gate,
48981520,drop,off-topic,
48981534,drop,below-recall-gate,
48981552,drop,technical-only,
48981615,drop,below-recall-gate,
48981624,drop,off-topic,
48981676,drop,below-recall-gate,
48981702,drop,below-recall-gate,
48981720,drop,below-recall-gate,
48981840,drop,below-recall-gate,
48981989,drop,below-recall-gate,
48982043,drop,below-recall-gate,
48982076,drop,below-recall-gate,
48982284,drop,below-recall-gate,
48982399,drop,below-recall-gate,
48982486,drop,below-recall-gate,
48982506,drop,off-topic,
48982555,drop,below-recall-gate,
48982601,drop,below-recall-gate,
48982668,drop,below-recall-gate,
48982725,drop,below-recall-gate,
48982734,drop,below-recall-gate,
48982741,drop,off-topic,
48982844,drop,below-recall-gate,
48982894,drop,below-recall-gate,
48983035,drop,off-topic,
48983058,drop,below-recall-gate,
48983071,drop,below-recall-gate,
48983323,drop,below-recall-gate,
48983596,drop,below-recall-gate,
48983608,drop,below-recall-gate,
48983678,drop,below-recall-gate,
48984392,drop,below-recall-gate,
48984520,drop,below-recall-gate,
48984624,drop,off-topic,
48984769,drop,below-recall-gate,
48984818,drop,below-recall-gate,
48984870,drop,below-recall-gate,
48984947,drop,below-recall-gate,
48985274,drop,off-topic,
48985341,drop,below-recall-gate,
48985410,drop,below-recall-gate,
48986898,drop,off-topic,
48987201,drop,below-recall-gate,
48987437,drop,below-recall-gate,
48988319,drop,below-recall-gate,
48988338,drop,below-recall-gate,
48988345,drop,below-recall-gate,
48988375,drop,below-recall-gate,
48988545,drop,below-recall-gate,
48988864,drop,below-recall-gate,
48989330,drop,off-topic,
48990006,drop,below-recall-gate,
48990341,drop,below-recall-gate,
48990416,drop,below-recall-gate,
48991504,drop,off-topic,
48992376,drop,off-topic,
48992912,drop,below-recall-gate,
48993064,drop,off-topic,
49002315,drop,below-recall-gate,
49002364,drop,below-recall-gate,
49012793,drop,technical-only,
49017646,drop,below-recall-gate,
48981438,drop,off-topic,
48991266,drop,off-topic,
48993003,drop,off-topic,
48995209,drop,below-recall-gate,
49006862,drop,off-topic,
49009274,drop,below-recall-gate,
49023427,drop,technical-only,
49024768,drop,below-recall-gate,
49025055,drop,technical-only,
49025087,drop,below-recall-gate,
49025146,drop,below-recall-gate,
49025572,drop,below-recall-gate,
49025640,drop,below-recall-gate,
49025779,drop,below-recall-gate,
49026374,drop,below-recall-gate,
49026499,drop,below-recall-gate,
49027288,drop,below-recall-gate,
49030527,drop,below-recall-gate,
49024620,drop,technical-only,
49024761,drop,off-topic,
49025096,drop,below-recall-gate,
49025107,drop,below-recall-gate,
49025518,drop,below-recall-gate,
49025800,drop,below-recall-gate,
49025939,drop,off-topic,
49025976,drop,below-recall-gate,
49026319,drop,below-recall-gate,
49026450,drop,below-recall-gate,
49026466,drop,off-topic,
49026594,drop,below-recall-gate,
49026609,drop,below-recall-gate,
49026720,drop,below-recall-gate,
49026790,drop,below-recall-gate,
49026824,drop,off-topic,
49027058,drop,off-topic,
49028025,drop,below-recall-gate,
49028202,drop,below-recall-gate,
49028293,drop,below-recall-gate,
49028462,drop,below-recall-gate,
49031269,drop,below-recall-gate,
49031437,drop,below-recall-gate,
49033472,drop,off-topic,
49035220,drop,below-recall-gate,
49037707,drop,below-recall-gate,
49039177,drop,below-recall-gate,
49064231,drop,below-recall-gate,
49071736,drop,below-recall-gate,
49071788,drop,below-recall-gate,
49093110,drop,off-topic,
49044039,drop,off-topic,
49049796,keep,,designing-against-click-through
49118166,drop,below-recall-gate,
49055227,drop,off-topic,
49060868,drop,off-topic,
49061129,drop,below-recall-gate,
49074011,drop,below-recall-gate,
49063031,drop,technical-only,
49064283,drop,off-topic,
49087187,keep,,designing-against-click-through
49094760,drop,technical-only,
49098829,drop,off-topic,
49099094,drop,off-topic,
49099809,drop,off-topic,
49099947,drop,below-recall-gate,
49101492,drop,off-topic,
49109023,drop,below-recall-gate,
49122867,drop,below-recall-gate,
49102863,keep,,designing-against-click-through
49103367,drop,off-topic,
49105219,drop,below-recall-gate,
49105249,drop,below-recall-gate,
49105766,drop,below-recall-gate,
49107530,drop,below-recall-gate,
49108406,drop,below-recall-gate,
49110229,drop,below-recall-gate,
49109721,drop,technical-only,
49110331,drop,below-recall-gate,
49110587,drop,below-recall-gate,
49110691,drop,below-recall-gate,
49110723,drop,below-recall-gate,
49110728,drop,below-recall-gate,
49110868,drop,off-topic,
49111249,drop,below-recall-gate,
49111303,drop,off-topic,
49111697,drop,below-recall-gate,
49111784,drop,below-recall-gate,
49112434,drop,below-recall-gate,
49112833,drop,below-recall-gate,
49112886,drop,below-recall-gate,
49112979,drop,below-recall-gate,
49113276,drop,below-recall-gate,
49113288,drop,below-recall-gate,
49113298,drop,below-recall-gate,
49114524,drop,below-recall-gate,
49114794,drop,off-topic,
49114802,drop,below-recall-gate,
49114895,drop,below-recall-gate,
49115208,drop,below-recall-gate,
49116467,drop,below-recall-gate,
49116626,drop,off-topic,
49116687,drop,below-recall-gate,
49116711,drop,below-recall-gate,
49116737,drop,below-recall-gate,
49116767,drop,below-recall-gate,
49117481,drop,below-recall-gate,
49120057,drop,below-recall-gate,
49120190,drop,below-recall-gate,
49123180,drop,below-recall-gate,
49124973,drop,below-recall-gate,
49156403,drop,below-recall-gate,
49157839,drop,off-topic,
49158049,drop,below-recall-gate,
49160849,drop,below-recall-gate,
49195017,drop,below-recall-gate,
49158160,drop,off-topic,
49166289,drop,off-topic,
49168586,drop,below-recall-gate,
49170377,drop,off-topic,
49196359,drop,below-recall-gate,
49232136,drop,off-topic,
49263297,drop,below-recall-gate,
49237498,drop,below-recall-gate,
49273549,drop,below-recall-gate,
49287151,drop,below-recall-gate,
49305628,drop,below-recall-gate,
49343029,drop,below-recall-gate,
49356146,drop,below-recall-gate,
49370582,drop,below-recall-gate,
49344085,drop,below-recall-gate,
49483295,drop,below-recall-gate,
49348136,drop,technical-only,
49349036,drop,below-recall-gate,
49349140,drop,below-recall-gate,
49349209,drop,below-recall-gate,
49349399,drop,below-recall-gate,
49350118,drop,below-recall-gate,
49350315,drop,below-recall-gate,
49350657,drop,below-recall-gate,
49350756,drop,below-recall-gate,
49350790,drop,below-recall-gate,
49350900,drop,below-recall-gate,
49350983,drop,off-topic,
49351059,drop,below-recall-gate,
49354202,drop,below-recall-gate,
49355016,drop,below-recall-gate,
49356927,drop,below-recall-gate,
49362054,drop,below-recall-gate,
49366901,drop,below-recall-gate,
49394414,drop,below-recall-gate,
49353290,drop,off-topic,
49363710,drop,off-topic,
49364385,drop,below-recall-gate,
49364395,drop,off-topic,
49364474,drop,below-recall-gate,
49364549,drop,below-recall-gate,
49364820,drop,off-topic,
49364991,drop,below-recall-gate,
49365207,drop,below-recall-gate,
49365431,drop,below-recall-gate,
49366194,drop,off-topic,
49366268,drop,below-recall-gate,
49367087,drop,below-recall-gate,
49370683,drop,below-recall-gate,
49370798,drop,below-recall-gate,
49370999,drop,below-recall-gate,
49385790,drop,below-recall-gate,
49392915,drop,off-topic,
49394663,drop,off-topic,
49404848,drop,off-topic,
49406200,drop,off-topic,
49425460,drop,off-topic,
49432200,drop,off-topic,
49487702,drop,off-topic,
49582081,drop,below-recall-gate,
49378903,drop,off-topic,
49466358,drop,below-recall-gate,
49466704,drop,technical-only,
49472355,drop,below-recall-gate,
49477547,drop,below-recall-gate,
49477853,drop,below-recall-gate,
49479539,drop,below-recall-gate,
49479560,drop,below-recall-gate,
49480978,drop,below-recall-gate,
49481006,drop,off-topic,
49507259,drop,technical-only,
49507675,drop,below-recall-gate,
49509036,drop,below-recall-gate,
49519639,drop,off-topic,
49520067,drop,below-recall-gate,
49520445,drop,below-recall-gate,
49520885,drop,below-recall-gate,
49521097,drop,below-recall-gate,
49521696,drop,below-recall-gate,
49522400,drop,below-recall-gate,
49524250,drop,below-recall-gate,
49525033,drop,below-recall-gate,
49531112,drop,below-recall-gate,
49534941,drop,off-topic,
49524246,drop,off-topic,
49524437,drop,below-recall-gate,
49524381,drop,below-recall-gate,
49524681,drop,below-recall-gate,
49536840,drop,off-topic,
49538195,drop,off-topic,
49538964,drop,below-recall-gate,
49539184,drop,below-recall-gate,
49553711,drop,below-recall-gate,
49564408,drop,below-recall-gate,
49548892,drop,below-recall-gate,
49564895,drop,below-recall-gate,
49565799,drop,technical-only,
49566249,drop,below-recall-gate,
49567129,drop,below-recall-gate,
49586069,drop,below-recall-gate,
49588993,drop,below-recall-gate,
49595797,keep,,habituation-by-design
49604092,drop,below-recall-gate,
49645657,drop,below-recall-gate,
49647883,drop,off-topic,
49648804,drop,off-topic,
49669858,drop,off-topic,
49671542,drop,off-topic,
